ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,MUNICIPIO,UNID_CONSE,USO,JURISDICAO
degradacao,10,2024,Sentinel-2,PA,0.38,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,1.43,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,AM,1.41,Apuí,PARNA do Juruena,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,1.39,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,AM,1.20,Boca do Acre,RESEX Arapixi,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,1.38,Altamira,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,AM,1.37,Lábrea,PARNA Mapinguari,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,1.35,Altamira,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,MT,1.34,Apiacás,PARNA do Juruena,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,1.31,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,1.30,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,1.26,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,TO,1.26,Pium,PES do Cantão,Proteção Integral,Estadual
degradacao,10,2024,Sentinel-2,PA,0.61,Altamira,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.64,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,MT,1.24,Apiacás,PARNA do Juruena,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,1.24,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,1.17,Altamira,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,1.14,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,RO,0.01,Porto Velho,FLONA de Jacundá,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,AM,1.14,Novo Aripuanã,REBIO do Manicoré,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,AM,1.13,Lábrea,PARNA Mapinguari,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,AM,0.13,Iranduba,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,AM,1.00,Iranduba,RDS do Rio Negro,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,1.13,Altamira,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,1.11,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,1.10,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,1.10,Altamira,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,AM,1.10,Boca do Acre,RESEX Arapixi,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,AM,0.03,Boca do Acre,RESEX Arapixi,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,1.08,Água Azul do Norte,FLONA de Carajás,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,MT,1.07,Apiacás,PARNA do Juruena,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,MT,1.06,Apiacás,PARNA do Juruena,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,1.05,Altamira,FES do Iriri,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,AM,1.04,Novo Aripuanã,REBIO do Manicoré,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,1.03,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,RO,0.99,Porto Velho,FLONA do Bom Futuro,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,MT,0.98,Apiacás,PARNA do Juruena,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,AM,0.97,Novo Aripuanã,FLONA do Aripuanã,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.96,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.95,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,AM,0.95,Manacapuru,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.83,Jacareacanga,FLONA do Amanã,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.92,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.91,Altamira,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.91,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,AM,0.51,Lábrea,FLONA do Iquiri,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,AM,0.86,Novo Aripuanã,PARNA do Acari,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,AM,0.02,Borba,PARNA do Acari,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.88,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,AM,0.87,Boca do Acre,RESEX Arapixi,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,AM,0.85,Borba,RDS Canumã,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,TO,0.84,Pium,PES do Cantão,Proteção Integral,Estadual
degradacao,10,2024,Sentinel-2,RO,0.84,Guajará-Mirim,PARNA Pacaás Novos,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.82,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.79,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,TO,0.81,Pium,PES do Cantão,Proteção Integral,Estadual
degradacao,10,2024,Sentinel-2,PA,0.81,São Félix do Xingu,PARNA da Serra do Pardo,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,MT,0.80,Apiacás,PARNA do Juruena,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,AM,0.80,Pauini,FLONA do Purus,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.79,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,MT,0.79,Apiacás,PARNA do Juruena,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.78,Altamira,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.77,São Félix do Xingu,PARNA da Serra do Pardo,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.07,Trairão,FLONA de Itaituba II,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,AM,0.77,Manacapuru,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,AM,0.76,Anori,RDS Piagaçu-Purus,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,AM,0.75,Apuí,PARNA do Juruena,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,MT,0.74,Apiacás,PARNA do Juruena,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.71,Altamira,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,RO,0.71,Porto Velho,PARNA Mapinguari,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,AM,0.69,Itapiranga,RDS do Uatumã,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.68,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,AM,0.68,Itapiranga,RDS do Uatumã,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.67,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,RO,0.67,Nova Mamoré,PARNA Pacaás Novos,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,MA,0.66,Bom Jardim,REBIO do Gurupi,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,AM,0.66,Boca do Acre,RESEX Arapixi,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.66,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.66,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.48,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.16,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,AM,0.64,Canutama,RESEX Canutama,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.64,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.63,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.63,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.62,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.62,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,MT,0.62,Apiacás,APA Santa Rosa,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,AC,0.61,Sena Madureira,FES do Antimary,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,AM,0.62,Borba,RDS Canumã,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.62,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,MT,0.62,Apiacás,PARNA do Juruena,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,RO,0.61,Nova Mamoré,PARNA Pacaás Novos,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.60,São Félix do Xingu,PARNA da Serra do Pardo,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.58,Altamira,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,RO,0.02,Porto Velho,PARNA Mapinguari,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.58,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.57,Altamira,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.57,Jacareacanga,FLONA do Amanã,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.56,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,MT,0.56,Apiacás,PARNA do Juruena,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.56,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,RO,0.56,Nova Mamoré,PARNA Pacaás Novos,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.55,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.54,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.16,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.38,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,RO,0.54,Nova Mamoré,PARNA Pacaás Novos,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,RO,0.54,Guajará-Mirim,PARNA Pacaás Novos,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,TO,0.54,Pium,PES do Cantão,Proteção Integral,Estadual
degradacao,10,2024,Sentinel-2,RO,0.53,Guajará-Mirim,PARNA Pacaás Novos,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.53,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.53,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,MT,0.01,Apiacás,APA Santa Rosa,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.52,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.52,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,AC,0.29,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,AM,0.51,Pauini,FLONA do Purus,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.51,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.50,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.50,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.50,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,RO,0.49,Guajará-Mirim,PARNA Pacaás Novos,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,AM,0.49,Anori,RDS Piagaçu-Purus,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.49,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.48,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,RO,0.48,Guajará-Mirim,PARNA Pacaás Novos,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.48,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,RO,0.48,Alta Floresta D'Oeste,PES Ilha das Flores,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.47,Altamira,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,RO,0.47,Porto Velho,FLONA de Jacundá,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,AC,0.47,Tarauacá,RESEX Riozinho da Liberdade,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,RO,0.46,Nova Mamoré,PARNA Pacaás Novos,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.46,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.46,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,AC,0.46,Sena Madureira,FES do Antimary,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,AM,0.45,Lábrea,RESEX Ituxi,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,MT,0.45,Apiacás,PARNA do Juruena,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,TO,0.45,Araguacema,APA Leandro (Ilha do Bananal/Cantão),Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,RO,0.45,Nova Mamoré,PARNA Pacaás Novos,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.45,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.45,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,AM,0.44,Borba,RDS Canumã,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.43,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.43,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.42,Altamira,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.42,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.42,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.42,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.31,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.11,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,AM,0.37,Presidente Figueiredo,APA Caverna do Maroaga (Presidente Figueiredo),Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.41,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.41,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,AM,0.41,Canutama,FLONA de Balata-Tufari,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.41,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.41,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,AM,0.41,Boca do Acre,RESEX Arapixi,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,AM,0.05,Novo Aripuanã,FLONA do Aripuanã,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,MT,0.40,Apiacás,PARNA do Juruena,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,MT,0.40,Apiacás,PARNA do Juruena,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,AM,0.40,Borba,PARNA do Acari,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,AM,0.09,Iranduba,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,AM,0.31,Manacapuru,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.40,Trairão,FLONA de Itaituba II,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.40,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,AM,0.40,Canutama,FLONA de Balata-Tufari,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,RO,0.04,Porto Velho,PARNA Mapinguari,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.39,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,RO,0.39,Guajará-Mirim,PARNA Pacaás Novos,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,AM,0.38,Canutama,FLONA de Balata-Tufari,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,MT,0.39,Apiacás,PARNA do Juruena,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,TO,0.38,Pium,PES do Cantão,Proteção Integral,Estadual
degradacao,10,2024,Sentinel-2,RO,0.38,Nova Mamoré,PARNA Pacaás Novos,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,AM,0.38,Iranduba,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,RO,0.38,Guajará-Mirim,PARNA Pacaás Novos,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,TO,0.38,Pium,PES do Cantão,Proteção Integral,Estadual
degradacao,10,2024,Sentinel-2,RO,0.37,Porto Velho,PARNA Mapinguari,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.37,Altamira,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.37,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.37,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.37,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,MT,0.36,Juína,ESEC de Iquê,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,TO,0.36,Pium,PES do Cantão,Proteção Integral,Estadual
degradacao,10,2024,Sentinel-2,AM,0.36,Anori,RDS Piagaçu-Purus,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,MT,0.36,Apiacás,APA Santa Rosa,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.36,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,AM,0.01,Boca do Acre,RESEX Arapixi,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,AM,0.35,Boca do Acre,RESEX Arapixi,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,MT,0.35,Apiacás,PARNA do Juruena,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,MT,0.35,Juína,ESEC de Iquê,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,AC,0.35,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,MT,0.34,Apiacás,PARNA do Juruena,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.34,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,AC,0.34,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.34,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.34,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,RO,0.33,Porto Velho,PARNA Mapinguari,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,MT,0.33,Juína,ESEC de Iquê,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,AM,0.33,Lábrea,FLONA do Iquiri,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.33,São Félix do Xingu,PARNA da Serra do Pardo,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,AM,0.33,Novo Aripuanã,RDS do Rio Madeira,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.30,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,AC,0.32,Rio Branco,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.32,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.32,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.32,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,AM,0.31,Boca do Acre,RESEX Arapixi,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,MT,0.31,Apiacás,APA Santa Rosa,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.10,Jacareacanga,APA do Tapajós,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,AM,0.31,Iranduba,RDS do Rio Negro,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.31,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,AM,0.31,Iranduba,RDS do Rio Negro,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.31,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.30,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,TO,0.31,Araguacema,APA Leandro (Ilha do Bananal/Cantão),Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.30,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,AM,0.30,Boca do Acre,RESEX Arapixi,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,MT,0.30,Juína,ESEC de Iquê,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.30,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,MT,0.30,Juína,ESEC de Iquê,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,MT,0.29,Juína,ESEC de Iquê,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.03,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.29,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.29,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.28,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.28,Altamira,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,RO,0.28,Guajará-Mirim,PARNA Pacaás Novos,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.28,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.28,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,AM,0.28,Manaus,APA Margem Esquerda do Rio Negro,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.28,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.28,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.27,Jacareacanga,APA do Tapajós,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.27,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,AM,0.27,Boca do Acre,RESEX Arapixi,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.27,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,RO,0.27,Nova Mamoré,PARNA Pacaás Novos,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.27,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,MT,0.26,Colniza,RESEX Guariba-Roosevelt,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,AM,0.26,Borba,RDS Canumã,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,MT,0.26,Apiacás,PARNA do Juruena,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.26,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.26,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,PA,0.26,Altamira,FLONA de Altamira,Uso Sustentável,Federal
degradacao,10,2024,Sentinel-2,TO,0.26,Araguacema,APA Leandro (Ilha do Bananal/Cantão),Uso Sustentável,Estadual
degradacao,10,2024,Sentinel-2,PA,0.26,Itaituba,PARNA do Jamanxim,Proteção Integral,Federal
degradacao,10,2024,Sentinel-2,PA,0.26,Itaituba,FLONA de Altamira,Uso Sustentável,Federal
